hotel_name,scraped_info
Hotel Manzoni,"[4.0, 'https://www.hotels.com/ho260973/hotel-manzoni-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227029554&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=1787510&sort=RECOMMENDED&top_dp=360&top_cur=EUR&userIntent=&selectedRoomType=234489&selectedRatePlan=577839&expediaPropertyId=1787510']"
Grand H tel Du Palais Royal,"[nan, nan]"
H tel du Minist re,"[nan, nan]"
The Harmonie Vienna,"[4.0, 'https://www.hotels.com/ho193946/bw-premier-collection-the-harmonie-vienna-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227154658&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=6051485&selected=574757&sort=RECOMMENDED&top_dp=180&top_cur=EUR&userIntent=&selectedRoomType=201443359&selectedRatePlan=207173622&expediaPropertyId=574757']"
Qualys Hotel Nasco,"[4.0, 'https://www.hotels.com/ho220461/hotel-nasco-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227218590&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&selected=1094943&sort=RECOMMENDED&top_dp=125&top_cur=EUR&userIntent=&selectedRoomType=200049755&selectedRatePlan=200300905&expediaPropertyId=1094943']"
Best Western Premier Louvre Saint Honor ,"[4.0, 'https://www.hotels.com/ho126590/hotel-louvre-saint-honore-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227291378&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=16406&sort=RECOMMENDED&top_dp=338&top_cur=EUR&userIntent=&selectedRoomType=213016289&selectedRatePlan=240245360&expediaPropertyId=16406']"
Aparthotel Arai 4 Superior,"[nan, nan]"
Senato Hotel Milano,"[4.0, 'https://www.hotels.com/ho511350/senato-hotel-milano-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227382320&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=10581428&sort=RECOMMENDED&top_dp=326&top_cur=EUR&userIntent=&selectedRoomType=201354322&selectedRatePlan=206612687&expediaPropertyId=10581428']"
H tel Aiglon Esprit de France,"[nan, nan]"
Royal Garden Champs Elysees,"[4.0, 'https://www.hotels.com/ho120811/royal-garden-champs-elysees-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227482579&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=186278&sort=RECOMMENDED&top_dp=230&top_cur=EUR&userIntent=&selectedRoomType=200279628&selectedRatePlan=382173746&expediaPropertyId=186278']"
Terrass H tel Montmartre by MH,"[nan, nan]"
Hotel Mademoiselle,"[4.0, 'https://www.hotels.com/ho122232/hotel-mademoiselle-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227584103&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=63305&sort=RECOMMENDED&userIntent=&expediaPropertyId=63305']"
The Colonnade,"[4.0, 'https://www.hotels.com/ho151406/colonnade-hotel-london-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227649210&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179536&selected=84048&sort=RECOMMENDED&top_dp=97&top_cur=EUR&userIntent=&selectedRoomType=114229&selectedRatePlan=200989083&expediaPropertyId=84048']"
H tel De Castiglione,"[nan, 'https://www.hotels.com/ho1960107456/torre-del-melograno-castiglione-in-teverina-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227714386&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6175749&destination=Castiglione+in+Teverina%2C+Lazio%2C+Italy&destType=CURRENT_LOCATION&selected=61222108&sort=RECOMMENDED&userIntent=&expediaPropertyId=61222108']"
Hotel Pulitzer Paris,"[4.0, 'https://www.hotels.com/ho168997/hotel-pulitzer-paris-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227757323&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=455499&sort=RECOMMENDED&userIntent=&expediaPropertyId=455499']"
Andreola Central Hotel,"[4.0, 'https://www.hotels.com/ho110374/andreola-central-hotel-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227828084&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=553248635810303227&selected=23438&sort=RECOMMENDED&userIntent=&expediaPropertyId=23438']"
The Stafford London,"[nan, 'https://www.hotels.com/ho176824/the-stafford-london-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227893701&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=11196&sort=RECOMMENDED&top_dp=425&top_cur=EUR&userIntent=&selectedRoomType=388678&selectedRatePlan=385660275&expediaPropertyId=11196']"
Best Western Hotel Pension Arenberg Wien Zentrum,"[nan, nan]"
NH Wien Belvedere,"[4.0, 'https://www.hotels.com/ho191011/nh-wien-belvedere-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673227973244&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=6051490&selected=571206&sort=RECOMMENDED&top_dp=104&top_cur=EUR&userIntent=&selectedRoomType=202121104&selectedRatePlan=210855973&expediaPropertyId=571206']"
H tel Horset Op ra Best Western Premier Collection,"[nan, nan]"
Best Western Premier Hotel Dante,"[4.0, 'https://www.hotels.com/ho282684/best-western-premier-hotel-dante-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228057899&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=983&sort=RECOMMENDED&top_dp=82&top_cur=EUR&userIntent=&selectedRoomType=201168313&selectedRatePlan=248015553&expediaPropertyId=983']"
Bentley London,"[nan, 'https://www.hotels.com/ho278898/the-bentley-london-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228128216&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=2301472&sort=RECOMMENDED&top_dp=311&top_cur=EUR&userIntent=&selectedRoomType=200671147&selectedRatePlan=203308520&expediaPropertyId=2301472']"
U232 Hotel,"[4.0, 'https://www.hotels.com/ho106530/u232-hotel-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228176239&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=23993&sort=RECOMMENDED&top_dp=93&top_cur=EUR&userIntent=&selectedRoomType=315853344&selectedRatePlan=384824221&expediaPropertyId=23993']"
Nhow Milan,"[4.0, 'https://www.hotels.com/ho244332/nhow-milano-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228279600&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049542&selected=1528495&sort=RECOMMENDED&top_dp=186&top_cur=EUR&userIntent=&selectedRoomType=200836421&selectedRatePlan=256227739&expediaPropertyId=1528495']"
Park Plaza London Park Royal,"[4.0, 'https://www.hotels.com/ho591720/park-plaza-london-park-royal-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228344127&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179537&selected=15118023&sort=RECOMMENDED&top_dp=117&top_cur=EUR&userIntent=&selectedRoomType=314307542&selectedRatePlan=382951771&expediaPropertyId=15118023']"
Fairmont Rey Juan Carlos I,"[5.0, 'https://www.hotels.com/ho130089/fairmont-barcelona-rey-juan-carlos-i-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228413212&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=179730&selected=15438&sort=RECOMMENDED&userIntent=&expediaPropertyId=15438']"
Auteuil Tour Eiffel,"[4.0, 'https://www.hotels.com/ho119538/hotel-auteuil-tour-eiffel-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228484316&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187895&selected=12835&sort=RECOMMENDED&top_dp=207&top_cur=EUR&userIntent=&selectedRoomType=91077&selectedRatePlan=201646791&expediaPropertyId=12835']"
Threadneedles Autograph Collection,"[5.0, 'https://www.hotels.com/ho198617/threadneedles-autograph-collection-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228563387&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=804955&sort=RECOMMENDED&top_dp=587&top_cur=EUR&userIntent=&selectedRoomType=200290792&selectedRatePlan=388597296&expediaPropertyId=804955']"
Palais Hansen Kempinski Vienna,"[5.0, 'https://www.hotels.com/ho424042/palais-hansen-kempinski-vienna-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228639117&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=6051484&selected=5563349&sort=RECOMMENDED&top_dp=419&top_cur=EUR&userIntent=&selectedRoomType=214203357&selectedRatePlan=248073872&expediaPropertyId=5563349']"
L Hotel Pergol se Paris,"[nan, nan]"
Sofitel Legend The Grand Amsterdam,"[nan, 'https://www.hotels.com/ho128908/sofitel-legend-the-grand-amsterdam-amsterdam-netherlands/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228716173&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=22998&sort=RECOMMENDED&top_dp=452&top_cur=EUR&userIntent=&selectedRoomType=201393757&selectedRatePlan=206887851&expediaPropertyId=22998']"
Boscolo Milano Autograph Collection,"[nan, nan]"
Hotel Alimara,"[4.0, 'https://www.hotels.com/ho120837/hotel-alimara-santa-coloma-de-gramenet-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228794065&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6052658&selected=527401&sort=RECOMMENDED&top_dp=94&top_cur=EUR&userIntent=&selectedRoomType=8544&selectedRatePlan=8544&expediaPropertyId=527401']"
Albus Hotel Amsterdam City Centre,"[4.0, 'https://www.hotels.com/ho204448/albus-hotel-amsterdam-city-centre-amsterdam-netherlands/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228864634&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=889645&sort=RECOMMENDED&top_dp=197&top_cur=EUR&userIntent=&selectedRoomType=520501&selectedRatePlan=2140177&expediaPropertyId=889645']"
H tel Mathis Elys es,"[nan, nan]"
Sofitel Paris Arc De Triomphe,"[5.0, 'https://www.hotels.com/ho145219/sofitel-paris-arc-de-triomphe-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673228954694&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=26021&sort=RECOMMENDED&top_dp=458&top_cur=EUR&userIntent=&selectedRoomType=178073&selectedRatePlan=1992348&expediaPropertyId=26021']"
Austria Trend Hotel Schloss Wilhelminenberg Wien,"[nan, 'https://www.hotels.com/ho218882/austria-trend-hotel-schloss-wilhelminenberg-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229025942&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=178091&selected=564948&sort=RECOMMENDED&top_dp=100&top_cur=EUR&userIntent=&selectedRoomType=12059&selectedRatePlan=203497004&expediaPropertyId=564948']"
Karma Sanctum Soho Hotel,"[nan, 'https://www.hotels.com/ho311943/karma-sanctum-soho-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229078960&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=2543847&sort=RECOMMENDED&top_dp=343&top_cur=EUR&userIntent=&selectedRoomType=214516051&selectedRatePlan=250392482&expediaPropertyId=2543847']"
Chambiges Elys es,"[nan, nan]"
Hotel Villa Emilia,"[4.0, 'https://www.hotels.com/ho246268/hotel-villa-emilia-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229159780&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=1526698&sort=RECOMMENDED&top_dp=89&top_cur=EUR&userIntent=&selectedRoomType=138744&selectedRatePlan=205814007&expediaPropertyId=1526698']"
Novotel Suites Paris Montreuil Vincennes,"[4.0, 'https://www.hotels.com/ho193577/novotel-suites-paris-montreuil-vincennes-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229234195&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187912&selected=582844&sort=RECOMMENDED&top_dp=152&top_cur=EUR&userIntent=&selectedRoomType=327493&selectedRatePlan=1013691&expediaPropertyId=582844']"
Phileas Hotel,"[4.0, 'https://www.hotels.com/ho324858/phileas-lazare-spa-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229302657&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=1451458&sort=RECOMMENDED&top_dp=266&top_cur=EUR&userIntent=&selectedRoomType=200765717&selectedRatePlan=384523707&expediaPropertyId=1451458']"
The Arch London,"[nan, 'https://www.hotels.com/ho328246/the-prince-akatoki-london-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229377894&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=3005785&sort=RECOMMENDED&top_dp=385&top_cur=EUR&userIntent=&selectedRoomType=200146001&selectedRatePlan=387456439&expediaPropertyId=3005785']"
Courtyard by Marriott Vienna Prater Messe,"[4.0, 'https://www.hotels.com/ho264202/courtyard-vienna-prater-messe-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229412850&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=6051488&selected=1870633&sort=RECOMMENDED&top_dp=116&top_cur=EUR&userIntent=&selectedRoomType=213915134&selectedRatePlan=246271857&expediaPropertyId=1870633']"
Hotel Eug ne en Ville,"[nan, 'https://www.hotels.com/ho1490519968/getbytrain-5pax-next-the-train-station-get-downtown-in-minutes-mestre-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229508754&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=4952&destination=Mestre%2C+Veneto%2C+Italy&destType=CURRENT_LOCATION&selected=46547499&sort=RECOMMENDED&userIntent=&expediaPropertyId=46547499']"
NH Collection Barcelona Gran Hotel Calder n,"[5.0, 'https://www.hotels.com/ho111440/nh-collection-barcelona-gran-hotel-calderon-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229558549&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=523278&sort=RECOMMENDED&top_dp=184&top_cur=EUR&userIntent=&selectedRoomType=200740558&selectedRatePlan=238241312&expediaPropertyId=523278']"
The Athenaeum,"[5.0, 'https://www.hotels.com/ho175165/the-athenaeum-hotel-residences-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229609665&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=10430&sort=RECOMMENDED&top_dp=416&top_cur=EUR&userIntent=&selectedRoomType=314356457&selectedRatePlan=383174631&expediaPropertyId=10430']"
London Marriott Hotel Kensington,"[4.0, 'https://www.hotels.com/ho114200/london-marriott-hotel-kensington-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229685961&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=18773&sort=RECOMMENDED&top_dp=263&top_cur=EUR&userIntent=&selectedRoomType=87787&selectedRatePlan=298259374&expediaPropertyId=18773']"
Novotel Milano Linate Aeroporto,"[4.0, 'https://www.hotels.com/ho124865/novotel-milano-linate-aeroporto-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229761912&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&selected=11661&sort=RECOMMENDED&top_dp=151&top_cur=EUR&userIntent=&selectedRoomType=201962301&selectedRatePlan=209982992&expediaPropertyId=11661']"
Grand Visconti Palace,"[4.0, 'https://www.hotels.com/ho207711/grand-visconti-palace-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229832841&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049540&selected=908234&sort=RECOMMENDED&top_dp=183&top_cur=EUR&userIntent=&selectedRoomType=200642841&selectedRatePlan=203430327&expediaPropertyId=908234']"
Best Western Bretagne Montparnasse,"[nan, 'https://www.hotels.com/ho282525/best-western-bretagne-montparnasse-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229901889&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187890&selected=5278&sort=RECOMMENDED&userIntent=&expediaPropertyId=5278']"
Gran Hotel La Florida,"[5.0, 'https://www.hotels.com/ho212244/gran-hotel-la-florida-sant-just-desvern-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673229953430&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6052657&selected=913726&sort=RECOMMENDED&top_dp=160&top_cur=EUR&userIntent=&selectedRoomType=452811&selectedRatePlan=209923378&expediaPropertyId=913726']"
Best Western S vres Montparnasse,"[nan, nan]"
Chateau Frontenac,"[4.0, 'https://www.hotels.com/ho282401/hotel-chateau-frontenac-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673230052439&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=2179&sort=RECOMMENDED&top_dp=464&top_cur=EUR&userIntent=&selectedRoomType=200629919&selectedRatePlan=203057827&expediaPropertyId=2179']"
Hotel Claridge Paris,"[4.0, 'https://www.hotels.com/ho282402/hotel-claridge-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673230105137&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=53561&sort=RECOMMENDED&userIntent=&expediaPropertyId=53561']"
IH Hotels Milano Watt 13,"[nan, 'https://www.hotels.com/ho254156/ih-hotels-milano-watt-13-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673230168511&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049542&selected=1659751&sort=RECOMMENDED&userIntent=&expediaPropertyId=1659751']"
